PREGUNTA,Parte,Dificultad,OPCION_CORRECTA,TEXTO,Discriminacion,_,__
Claudia: There&#146;s no milk in the fridge.<br>    Nicholas: Really? ________ some tomorrow.<br>,1.0,0.3015449583,N,c) I&#146;m get,1.0,0.0,0.0
Claudia: There&#146;s no milk in the fridge.<br>    Nicholas: Really? ________ some tomorrow.<br>,1.0,0.3015449583,N,b) I&#146;m going to getting,1.0,0.0,0.0
Claudia: There&#146;s no milk in the fridge.<br>    Nicholas: Really? ________ some tomorrow.<br>,1.0,0.3015449583,S,a) I&#146;ll get,1.0,0.0,0.0
Colombian women __________ very beautiful,1.0,0.6757715459999999,N,c) looks,1.0,0.0,0.0
Colombian women __________ very beautiful,1.0,0.6757715459999999,S,b) are,1.0,0.0,0.0
Colombian women __________ very beautiful,1.0,0.6757715459999999,N,a) is,1.0,0.0,0.0
Could you ask Andy ____________________ ?,3.0,0.8197785675,N,c) does he call me back,1.0,0.0,0.0
Could you ask Andy ____________________ ?,3.0,0.8197785675,N,b) call me back,1.0,0.0,0.0
Could you ask Andy ____________________ ?,3.0,0.8197785675,S,a) to call me back,1.0,0.0,0.0
"Dave thinks she&#146;s from the United States, but judging by her accent, she ________ be British.",2.0,1.443303161,N,c) would,1.0,0.0,0.0
"Dave thinks she&#146;s from the United States, but judging by her accent, she ________ be British.",2.0,1.443303161,S,b) must,1.0,0.0,0.0
"Dave thinks she&#146;s from the United States, but judging by her accent, she ________ be British.",2.0,1.443303161,N,a) will,1.0,0.0,0.0
Did Sandra _____________  the lights before we left?,1.0,1.326682986,N,c) turns off,1.0,0.0,0.0
Did Sandra _____________  the lights before we left?,1.0,1.326682986,S,b) turn off,1.0,0.0,0.0
Did Sandra _____________  the lights before we left?,1.0,1.326682986,N,a) turned off,1.0,0.0,0.0
Do you know __________________________ she's coming to the party?,3.0,1.203440965,N,c) if does,1.0,0.0,0.0
Do you know __________________________ she's coming to the party?,3.0,1.203440965,S,b) whether,1.0,0.0,0.0
Do you know __________________________ she's coming to the party?,3.0,1.203440965,N,a) weather,1.0,0.0,0.0
Do you know where I can _________________ my fortune?,3.0,-1.048538381,S,c) get someone to tell,1.0,0.0,0.0
Do you know where I can _________________ my fortune?,3.0,-1.048538381,N,b) get someone tell,1.0,0.0,0.0
Do you know where I can _________________ my fortune?,3.0,-1.048538381,N,a) have someone to tell,1.0,0.0,0.0
Do you _______________that you wrote the article? said Mr. Jordan.,2.0,0.647390542,N,a) expected me to believe,1.0,0.0,0.0
Do you _______________that you wrote the article? said Mr. Jordan.,2.0,0.647390542,N,b) expecting me to believe,1.0,0.0,0.0
Do you _______________that you wrote the article? said Mr. Jordan.,2.0,0.647390542,S,c) expect me to believe,1.0,0.0,0.0
Do you think we can get Karen _________ us to San Diego?,3.0,0.7337625436,N,c) taking,1.0,0.0,0.0
Do you think we can get Karen _________ us to San Diego?,3.0,0.7337625436,S,b) to take ,1.0,0.0,0.0
Do you think we can get Karen _________ us to San Diego?,3.0,0.7337625436,N,a) take,1.0,0.0,0.0
Everyone was home for the holidays. There wasn&squo;t  ___________ Christmas than that.,2.0,1.451490795,S,c) a merrier,1.0,0.0,0.0
Everyone was home for the holidays. There wasn&squo;t  ___________ Christmas than that.,2.0,1.451490795,N,b) the merry,1.0,0.0,0.0
Everyone was home for the holidays. There wasn&squo;t  ___________ Christmas than that.,2.0,1.451490795,N,a) a merry,1.0,0.0,0.0
Excuse me! Your music is very loud. _________________,2.0,1.6349425430000002,N,a) May you turn it down a little?,1.0,0.0,0.0
Excuse me! Your music is very loud. _________________,2.0,1.6349425430000002,N,b) Do you turn it down a little?,1.0,0.0,0.0
Excuse me! Your music is very loud. _________________,2.0,1.6349425430000002,S,c) Could you turn it down a little?,1.0,0.0,0.0
Gloria is very upset at her son. She ______________.,1.0,0.1006951892,S,a) isn&#146;t going to let him go out,1.0,0.0,0.0
Gloria is very upset at her son. She ______________.,1.0,0.1006951892,N,b) is going to letting him go out,1.0,0.0,0.0
Gloria is very upset at her son. She ______________.,1.0,0.1006951892,N,c) going to let him go out,1.0,0.0,0.0
Gloria: Joe took your new car.<br>Samuel: WHAT? ________ him. He had an accident last week!<br>,1.0,1.4914085209999999,N,c) I killing,1.0,0.0,0.0
Gloria: Joe took your new car.<br>Samuel: WHAT? ________ him. He had an accident last week!<br>,1.0,1.4914085209999999,N,b) I&#146;m going to killing,1.0,0.0,0.0
Gloria: Joe took your new car.<br>Samuel: WHAT? ________ him. He had an accident last week!<br>,1.0,1.4914085209999999,S,a) I&#146;ll kill,1.0,0.0,0.0
Have you ever ________ to New York? No I&#146;ve never ________ there.,2.0,0.1279096455,S,c) been been,1.0,0.0,0.0
Have you ever ________ to New York? No I&#146;ve never ________ there.,2.0,0.1279096455,N,b) were was,1.0,0.0,0.0
Have you ever ________ to New York? No I&#146;ve never ________ there.,2.0,0.1279096455,N,a) being was,1.0,0.0,0.0
"Have you ________ to the top of the Empire State Building? No, I ________ yet.",2.0,0.12157624060000001,N,c) going / hasn&squo;t,1.0,0.0,0.0
"Have you ________ to the top of the Empire State Building? No, I ________ yet.",2.0,0.12157624060000001,S,b) gone up / haven&squo;t,1.0,0.0,0.0
"Have you ________ to the top of the Empire State Building? No, I ________ yet.",2.0,0.12157624060000001,N,a) went up / not,1.0,0.0,0.0
He asked me if ____________________________.,3.0,2.248812682,N,a. I will go to a movie with him.,1.0,0.0,0.0
He asked me if ____________________________.,3.0,2.248812682,S,c. I wanted to go to a movie with him.,1.0,0.0,0.0
He asked me if ____________________________.,3.0,2.248812682,N,b. I am going to the movies with him.,1.0,0.0,0.0
He bought all the books ________.<br>,3.0,-1.676309476,N,c) that is required for the course. ,1.0,0.0,0.0
He bought all the books ________.<br>,3.0,-1.676309476,S,b) required for the course.,1.0,0.0,0.0
He bought all the books ________.<br>,3.0,-1.676309476,N,a) who are required for the course.,1.0,0.0,0.0
He can ___ to his radio when my mother is not at home.,1.0,1.779136375,N,c) to listen,1.0,0.0,0.0
He can ___ to his radio when my mother is not at home.,1.0,1.779136375,S,b) only listen,1.0,0.0,0.0
He can ___ to his radio when my mother is not at home.,1.0,1.779136375,N,a) can listen,1.0,0.0,0.0
He can ________________ very well.,1.0,1.215364548,S,c) dance,1.0,0.0,0.0
He can ________________ very well.,1.0,1.215364548,N,b) dances,1.0,0.0,0.0
He can ________________ very well.,1.0,1.215364548,N,a) to dance,1.0,0.0,0.0
"He covered all the walls with wooden boards. ______ , the damages the tornado caused were very little.",3.0,0.4766807708,S,a) Therefore,1.0,0.0,0.0
"He covered all the walls with wooden boards. ______ , the damages the tornado caused were very little.",3.0,0.4766807708,N,c) Otherwise,1.0,0.0,0.0
"He covered all the walls with wooden boards. ______ , the damages the tornado caused were very little.",3.0,0.4766807708,N,b) However,1.0,0.0,0.0
Henry: What time should we meet Gloria at the airport?<br>Nina: I think  she ________ in half an hour. I think we should leave now.<br>,1.0,0.5754578954,S,c) will arrive,1.0,0.0,0.0
Henry: What time should we meet Gloria at the airport?<br>Nina: I think  she ________ in half an hour. I think we should leave now.<br>,1.0,0.5754578954,N,b) will arriving,1.0,0.0,0.0
Henry: What time should we meet Gloria at the airport?<br>Nina: I think  she ________ in half an hour. I think we should leave now.<br>,1.0,0.5754578954,N,a) will arrives,1.0,0.0,0.0
Her husband always _________________  the laundry.,3.0,-1.227890666,S,c) helps her do,1.0,0.0,0.0
Her husband always _________________  the laundry.,3.0,-1.227890666,N,b) helps her doing,1.0,0.0,0.0
Her husband always _________________  the laundry.,3.0,-1.227890666,N,a) helps her that she does,1.0,0.0,0.0
He told me that when he was little___________________________.,3.0,-0.1683064809,S,b. he had had to wear a uniform,1.0,0.0,0.0
He told me that when he was little___________________________.,3.0,-0.1683064809,N,c. he should wear a uniform,1.0,0.0,0.0
He told me that when he was little___________________________.,3.0,-0.1683064809,N,a. he must wear a uniform,1.0,0.0,0.0
How long ______________  in Canada?,2.0,1.3935661540000002,N,c) are you being,1.0,0.0,0.0
How long ______________  in Canada?,2.0,1.3935661540000002,N,b) have you being ,1.0,0.0,0.0
How long ______________  in Canada?,2.0,1.3935661540000002,S,a) have you been living,1.0,0.0,0.0
I&#146;m not sure where Dave is. He __________ taken Benjamin to a movie or to the zoo.<br>,3.0,2.082728557,N,c) ought not to have,1.0,0.0,0.0
I&#146;m not sure where Dave is. He __________ taken Benjamin to a movie or to the zoo.<br>,3.0,2.082728557,S,b) may have,1.0,0.0,0.0
I&#146;m not sure where Dave is. He __________ taken Benjamin to a movie or to the zoo.<br>,3.0,2.082728557,N,a) would have,1.0,0.0,0.0
I&#146;ve just ________ back from L.A. I ________ at least six weeks over there. ,2.0,-1.018169617,N,b) came / spent,1.0,0.0,0.0
I&#146;ve just ________ back from L.A. I ________ at least six weeks over there. ,2.0,-1.018169617,N,a) coming / spend,1.0,0.0,0.0
I&#146;ve just ________ back from L.A. I ________ at least six weeks over there. ,2.0,-1.018169617,S,c) come / spent,1.0,0.0,0.0
I  ________ a Broadway show.,2.0,2.405982586,N,c) having starred in,1.0,0.0,0.0
I  ________ a Broadway show.,2.0,2.405982586,N,b) have a star in,1.0,0.0,0.0
I  ________ a Broadway show.,2.0,2.405982586,S,a) have starred in,1.0,0.0,0.0
I ______ all about it if you hadn&#146;t reminded me.,3.0,0.6588807024000001,N,a) had forgotten,1.0,0.0,0.0
I ______ all about it if you hadn&#146;t reminded me.,3.0,0.6588807024000001,N,c) wouldn&#146;t forget,1.0,0.0,0.0
I ______ all about it if you hadn&#146;t reminded me.,3.0,0.6588807024000001,S,b) would have forgotten,1.0,0.0,0.0
I ____________ a lot of new friends since I moved to this building.,2.0,2.046125691,S,b) have made,1.0,0.0,0.0
I ____________ a lot of new friends since I moved to this building.,2.0,2.046125691,N,c) have been knowing,1.0,0.0,0.0
I ____________ a lot of new friends since I moved to this building.,2.0,2.046125691,N,a) made,1.0,0.0,0.0
I always ___ the window at night because it is cold.<br><br>,1.0,0.1675017799,N,c) closes,1.0,0.0,0.0
I always ___ the window at night because it is cold.<br><br>,1.0,0.1675017799,S,b) close,1.0,0.0,0.0
I always ___ the window at night because it is cold.<br><br>,1.0,0.1675017799,N,a) to close,1.0,0.0,0.0
________________ I am carrying all these books.,2.0,1.099369532,S,"a) Could you open the door for me, please?",1.0,0.0,0.0
________________ I am carrying all these books.,2.0,1.099369532,N,"c) May you open the door for me, please?",1.0,0.0,0.0
________________ I am carrying all these books.,2.0,1.099369532,N,"b) Might  you open the door for me, please?",1.0,0.0,0.0
I _______ anything because the dentist _______ me two kinds of anaesthetic.,3.0,1.24032976,S,b) didn&#146;t feel . . . had given,1.0,0.0,0.0
I _______ anything because the dentist _______ me two kinds of anaesthetic.,3.0,1.24032976,N,c) hadn&#146;t felt . . . had given,1.0,0.0,0.0
I _______ anything because the dentist _______ me two kinds of anaesthetic.,3.0,1.24032976,N,a) hadn&#146;t felt . . . gave,1.0,0.0,0.0
I __________ been glad to help you. Why didn&#146;t you ask?,3.0,-0.12010530039999999,N,c) must&#146;ve,1.0,0.0,0.0
I __________ been glad to help you. Why didn&#146;t you ask?,3.0,-0.12010530039999999,S,a) would&#146;ve,1.0,0.0,0.0
I __________ been glad to help you. Why didn&#146;t you ask?,3.0,-0.12010530039999999,N,b) could&#146;ve,1.0,0.0,0.0
"I __________behave foolishly, but I&#8217;ve grown up.",2.0,1.38061843,S,a) used to,1.0,0.0,0.0
"I __________behave foolishly, but I&#8217;ve grown up.",2.0,1.38061843,N,b) would always be,1.0,0.0,0.0
"I __________behave foolishly, but I&#8217;ve grown up.",2.0,1.38061843,N,c) were,1.0,0.0,0.0
I didn&#146;t understand what you said to me. ___________________,2.0,1.775108272,N,"a) Do you repeat, please?",1.0,0.0,0.0
I didn&#146;t understand what you said to me. ___________________,2.0,1.775108272,N,"b) Have you repeated, please?",1.0,0.0,0.0
I didn&#146;t understand what you said to me. ___________________,2.0,1.775108272,S,"c) Could you repeat it, please?",1.0,0.0,0.0
I _______ dinner when I _______ to watch tv for a while.,3.0,2.267367985,N,c) had finished . . . had decided,1.0,0.0,0.0
I _______ dinner when I _______ to watch tv for a while.,3.0,2.267367985,S,b) had finished . . . decided,1.0,0.0,0.0
I _______ dinner when I _______ to watch tv for a while.,3.0,2.267367985,N,a) finished . . . had decided,1.0,0.0,0.0
I  don&#146;t understand why you _____ lend me your car.,1.0,1.81693862,N,c) am not,1.0,0.0,0.0
I  don&#146;t understand why you _____ lend me your car.,1.0,1.81693862,S,b) can&#146;t,1.0,0.0,0.0
I  don&#146;t understand why you _____ lend me your car.,1.0,1.81693862,N,a) does,1.0,0.0,0.0
"I don&#146;t want you to be upset, but I ___________the bill!",2.0,2.131692754,S,c) forgot to pay,1.0,0.0,0.0
"I don&#146;t want you to be upset, but I ___________the bill!",2.0,2.131692754,N,b) forgot to paying,1.0,0.0,0.0
"I don&#146;t want you to be upset, but I ___________the bill!",2.0,2.131692754,N,a) forget to pay,1.0,0.0,0.0
I don´t know __________________ angry.,3.0,2.05800456,N,a) why is she,1.0,0.0,0.0
I don´t know __________________ angry.,3.0,2.05800456,S,c) why she is,1.0,0.0,0.0
I don´t know __________________ angry.,3.0,2.05800456,N,b) why she,1.0,0.0,0.0
"I ______________fat, but I lost a lot of weight in high school.",2.0,2.076462899,N,c) would always be,1.0,0.0,0.0
"I ______________fat, but I lost a lot of weight in high school.",2.0,2.076462899,S,b) used to be,1.0,0.0,0.0
"I ______________fat, but I lost a lot of weight in high school.",2.0,2.076462899,N,a) were,1.0,0.0,0.0
"If he _______all his money, he ________on holiday to Canada.",2.0,1.113891349,S,a) saves/ will be able to go,1.0,0.0,0.0
"If he _______all his money, he ________on holiday to Canada.",2.0,1.113891349,N,c) be able to go / will save,1.0,0.0,0.0
"If he _______all his money, he ________on holiday to Canada.",2.0,1.113891349,N,b) will save / be able to go,1.0,0.0,0.0
"If he were younger, he ________ able to walk faster.",2.0,1.5902429009999999,S,c) would be,1.0,0.0,0.0
"If he were younger, he ________ able to walk faster.",2.0,1.5902429009999999,N,b) will be,1.0,0.0,0.0
"If he were younger, he ________ able to walk faster.",2.0,1.5902429009999999,N,a) was,1.0,0.0,0.0
"If I ________ a penny  every time I hear the same excuse, I would be rich!",2.0,1.531533685,N,b) will get,1.0,0.0,0.0
"If I ________ a penny  every time I hear the same excuse, I would be rich!",2.0,1.531533685,N,c) would get,1.0,0.0,0.0
"If I ________ a penny  every time I hear the same excuse, I would be rich!",2.0,1.531533685,S,a) got,1.0,0.0,0.0
"If I had gone to college, I ______ Economics.",3.0,1.01066631,S,c) would have studied,1.0,0.0,0.0
"If I had gone to college, I ______ Economics.",3.0,1.01066631,N,b) studied,1.0,0.0,0.0
"If I had gone to college, I ______ Economics.",3.0,1.01066631,N,a) had studied,1.0,0.0,0.0
"If I had gone to England, I ______ missed Rachel&#146;s visit.",3.0,3.305611251,N,c) will have,1.0,0.0,0.0
"If I had gone to England, I ______ missed Rachel&#146;s visit.",3.0,3.305611251,S,b) would have,1.0,0.0,0.0
"If I had gone to England, I ______ missed Rachel&#146;s visit.",3.0,3.305611251,N,a) had,1.0,0.0,0.0
"If I hadn&#146;t spent all the money I had, I _________ to the concert last night.",3.0,-0.538250652,S,c) would have gone,1.0,0.0,0.0
"If I hadn&#146;t spent all the money I had, I _________ to the concert last night.",3.0,-0.538250652,N,b) had gone,1.0,0.0,0.0
"If I hadn&#146;t spent all the money I had, I _________ to the concert last night.",3.0,-0.538250652,N,a) would go,1.0,0.0,0.0
"If I __________, I would be in serious trouble with my parents.",2.0,-0.2883337935,S,c) weren't such a good student ,1.0,0.0,0.0
"If I __________, I would be in serious trouble with my parents.",2.0,-0.2883337935,N,a) were such a good student,1.0,0.0,0.0
"If I __________, I would be in serious trouble with my parents.",2.0,-0.2883337935,N,b) would be such a good student,1.0,0.0,0.0
"If it ________ in the Sahara desert, it would be possible to grow some kind of vegetable.",2.0,-1.7592577969999998,S,a) rained,1.0,0.0,0.0
"If it ________ in the Sahara desert, it would be possible to grow some kind of vegetable.",2.0,-1.7592577969999998,N,c) would rain,1.0,0.0,0.0
"If it ________ in the Sahara desert, it would be possible to grow some kind of vegetable.",2.0,-1.7592577969999998,N,b) rains,1.0,0.0,0.0
"If I ________ you, I wouldn&#146;t accept that job. It sounds terrible!!",2.0,1.29994242,N,b) am,1.0,0.0,0.0
"If I ________ you, I wouldn&#146;t accept that job. It sounds terrible!!",2.0,1.29994242,S,a) were ,1.0,0.0,0.0
"If I ________ you, I wouldn&#146;t accept that job. It sounds terrible!!",2.0,1.29994242,N,c) would be,1.0,0.0,0.0
"If Jan could run 100 metres in 10 seconds, he _______ an excellent athlete.",2.0,0.8757764231999999,N,a) will be ,1.0,0.0,0.0
"If Jan could run 100 metres in 10 seconds, he _______ an excellent athlete.",2.0,0.8757764231999999,S,b) would be,1.0,0.0,0.0
"If Jan could run 100 metres in 10 seconds, he _______ an excellent athlete.",2.0,0.8757764231999999,N,c) wouldn't be,1.0,0.0,0.0
"If  __________ no oil in the engine, the car ________ ",2.0,0.6747615932,N,c) there are / will break down,1.0,0.0,0.0
"If  __________ no oil in the engine, the car ________ ",2.0,0.6747615932,S,b) there's/ will break down,1.0,0.0,0.0
"If  __________ no oil in the engine, the car ________ ",2.0,0.6747615932,N,a) will there be / break down,1.0,0.0,0.0
"If smoking were allowed, I ________ a cigarette.",2.0,0.7458982265,N,a) had,1.0,0.0,0.0
"If smoking were allowed, I ________ a cigarette.",2.0,0.7458982265,N,b) will have,1.0,0.0,0.0
"If smoking were allowed, I ________ a cigarette.",2.0,0.7458982265,S,c) would have,1.0,0.0,0.0
"If you _______ in the fridge, you _________ some cold drinks.",2.0,-1.9547583569999998,N,c) will find / look,1.0,0.0,0.0
"If you _______ in the fridge, you _________ some cold drinks.",2.0,-1.9547583569999998,N,b) will look / find,1.0,0.0,0.0
"If you _______ in the fridge, you _________ some cold drinks.",2.0,-1.9547583569999998,S,a) look / will find,1.0,0.0,0.0
"If your dog ________, how many things would it say?",2.0,-1.4192714530000001,N,c) will speak,1.0,0.0,0.0
"If your dog ________, how many things would it say?",2.0,-1.4192714530000001,S,a) could speak,1.0,0.0,0.0
"If your dog ________, how many things would it say?",2.0,-1.4192714530000001,N,b) speaks,1.0,0.0,0.0
"If you really want to bake a delicious cake, ___________",1.0,2.8095059680000003,N,c) use fresh strawberries and to marinate them in cranberry juice.,1.0,0.0,0.0
"If you really want to bake a delicious cake, ___________",1.0,2.8095059680000003,N,b) you use fresh strawberries and to marinate them in cranberry juice.,1.0,0.0,0.0
"If you really want to bake a delicious cake, ___________",1.0,2.8095059680000003,S,a) use fresh strawberries and marinate them in cranberry juice.,1.0,0.0,0.0
"If you ______ to what I said, none of this would have happened.",3.0,-1.01694314,N,c) would listen,1.0,0.0,0.0
"If you ______ to what I said, none of this would have happened.",3.0,-1.01694314,N,b) would have listened<br>,1.0,0.0,0.0
"If you ______ to what I said, none of this would have happened.",3.0,-1.01694314,S,a) had listened,1.0,0.0,0.0
"If you _________your sandwiches now, you _________ anything for lunch!",2.0,3.84258544,N,c) will eat / have,1.0,0.0,0.0
"If you _________your sandwiches now, you _________ anything for lunch!",2.0,3.84258544,N,b) eat / will have,1.0,0.0,0.0
"If you _________your sandwiches now, you _________ anything for lunch!",2.0,3.84258544,S,a) eat/ won't have,1.0,0.0,0.0
"If you _____ , you ________ the test.",2.0,0.4724650342,N,c) isn't study/ will fail,1.0,0.0,0.0
"If you _____ , you ________ the test.",2.0,0.4724650342,N,b) doesn't study/ will fail,1.0,0.0,0.0
"If you _____ , you ________ the test.",2.0,0.4724650342,S,a) don't study/ will fail,1.0,0.0,0.0
I ___ go to the party because I am sick.,1.0,1.9933837490000001,N,c) don´t  want,1.0,0.0,0.0
I ___ go to the party because I am sick.,1.0,1.9933837490000001,N,b) will,1.0,0.0,0.0
I ___ go to the party because I am sick.,1.0,1.9933837490000001,S,a) can&#146;t,1.0,0.0,0.0
"I ________________ go to the party, but I&#146;m not sure yet.",2.0,2.7594045389999997,N,c) must,1.0,0.0,0.0
"I ________________ go to the party, but I&#146;m not sure yet.",2.0,2.7594045389999997,S,b) might,1.0,0.0,0.0
"I ________________ go to the party, but I&#146;m not sure yet.",2.0,2.7594045389999997,N,a) can't,1.0,0.0,0.0
"I haven&#146;t ________ the ferry to Ellis Island. I&#146;ve ________ work so hard, I haven&#146;t had time.",2.0,0.7956446545999999,N,c) taking have to,1.0,0.0,0.0
"I haven&#146;t ________ the ferry to Ellis Island. I&#146;ve ________ work so hard, I haven&#146;t had time.",2.0,0.7956446545999999,N,b) took have to,1.0,0.0,0.0
"I haven&#146;t ________ the ferry to Ellis Island. I&#146;ve ________ work so hard, I haven&#146;t had time.",2.0,0.7956446545999999,S,a) taken had to,1.0,0.0,0.0
I _______ in the door when the phone _______.,3.0,0.266261569,N,c) just walked . . . had rung,1.0,0.0,0.0
I _______ in the door when the phone _______.,3.0,0.266261569,S,b) had just walked . . . rang,1.0,0.0,0.0
I _______ in the door when the phone _______.,3.0,0.266261569,N,a) had just walked . . . had rung,1.0,0.0,0.0
I ______________ Judy for more than five weeks.,2.0,3.5373226160000004,N,b) haven't been seeing,1.0,0.0,0.0
I ______________ Judy for more than five weeks.,2.0,3.5373226160000004,N,c) don't see,1.0,0.0,0.0
I ______________ Judy for more than five weeks.,2.0,3.5373226160000004,S,a) haven't seen,1.0,0.0,0.0
I like this jacket a lot. ___________________,2.0,2.587940965,S,"a) Could I try it on, please?",1.0,0.0,0.0
I like this jacket a lot. ___________________,2.0,2.587940965,N,"b) Will I try it on, please?",1.0,0.0,0.0
I like this jacket a lot. ___________________,2.0,2.587940965,N,"c) Would I try it on, please?",1.0,0.0,0.0
I'm feeling dizzy.______________,1.0,1.5425126080000002,S,"a) Please, pull over so I can get some air.",1.0,0.0,0.0
I'm feeling dizzy.______________,1.0,1.5425126080000002,N,b) Pull please over so I can get some air.,1.0,0.0,0.0
I'm feeling dizzy.______________,1.0,1.5425126080000002,N,c) You please pull over? I want to get some air.,1.0,0.0,0.0
I ________my favorite song when my sister ___________.,2.0,1.094595397,N,a) listened to / called me up,1.0,0.0,0.0
I ________my favorite song when my sister ___________.,2.0,1.094595397,N,c) listened to / was calling me up  ,1.0,0.0,0.0
I ________my favorite song when my sister ___________.,2.0,1.094595397,S,b) was listening to / called me up,1.0,0.0,0.0
I ________ never happy on a Sunday afternoon.,1.0,5.092115789,N,c) are,1.0,0.0,0.0
I ________ never happy on a Sunday afternoon.,1.0,5.092115789,N,a) is,1.0,0.0,0.0
I ________ never happy on a Sunday afternoon.,1.0,5.092115789,S,b) am,1.0,0.0,0.0
___ invite to the picnic?,1.0,2.836838461,N,c) When you are going to,1.0,0.0,0.0
___ invite to the picnic?,1.0,2.836838461,N,b)What you&#146;re going to,1.0,0.0,0.0
___ invite to the picnic?,1.0,2.836838461,S,a) Who are you going to,1.0,0.0,0.0
I ____________to the beach every summer when I was a child. Too bad we live so far now.,2.0,0.18508681629999998,N,c) had gone,1.0,0.0,0.0
I ____________to the beach every summer when I was a child. Too bad we live so far now.,2.0,0.18508681629999998,S,b) used to go,1.0,0.0,0.0
I ____________to the beach every summer when I was a child. Too bad we live so far now.,2.0,0.18508681629999998,N,a) was going,1.0,0.0,0.0
I ______ to the cocktail party if I hadn&#146;t had so much work to do.,3.0,0.6600498652000001,N,c) would go,1.0,0.0,0.0
I ______ to the cocktail party if I hadn&#146;t had so much work to do.,3.0,0.6600498652000001,S,b) would have gone,1.0,0.0,0.0
I ______ to the cocktail party if I hadn&#146;t had so much work to do.,3.0,0.6600498652000001,N,a) had gone,1.0,0.0,0.0
"It's kind of cold, please______________",1.0,0.9989665202,N,a) you open the window.,1.0,0.0,0.0
"It's kind of cold, please______________",1.0,0.9989665202,S,c) open the window.,1.0,0.0,0.0
"It's kind of cold, please______________",1.0,0.9989665202,N,b) opening the window.,1.0,0.0,0.0
_______________ It's very hot in here.,2.0,1.4251652119999998,N,"c) Should you leave the window open, please?",1.0,0.0,0.0
_______________ It's very hot in here.,2.0,1.4251652119999998,N,"b) You would you open your window, please?",1.0,0.0,0.0
_______________ It's very hot in here.,2.0,1.4251652119999998,S,"a) Could you open the window, please?",1.0,0.0,0.0
"I _______ well for several days, so I _______ to see the doctor.",3.0,-0.3377682444,S,c) hadn&#146;t been feeling . . . went,1.0,0.0,0.0
"I _______ well for several days, so I _______ to see the doctor.",3.0,-0.3377682444,N,b) wasn&#146;t feeling . . . had gone,1.0,0.0,0.0
"I _______ well for several days, so I _______ to see the doctor.",3.0,-0.3377682444,N,a) hadn&#146;t been feeling . . . had gone,1.0,0.0,0.0
I wouldn&#146;t have told you if I ______ your reaction.,3.0,5.783369456,S,a) had foreseen,1.0,0.0,0.0
I wouldn&#146;t have told you if I ______ your reaction.,3.0,5.783369456,N,c) would foresee,1.0,0.0,0.0
I wouldn&#146;t have told you if I ______ your reaction.,3.0,5.783369456,N,b) would have foreseen,1.0,0.0,0.0
I ______  you if Marc hadn&#146;t told me who you were.,3.0,1.5577178059999999,S,b) wouldn&#146;t have recognized,1.0,0.0,0.0
I ______  you if Marc hadn&#146;t told me who you were.,3.0,1.5577178059999999,N,a) had recognized,1.0,0.0,0.0
I ______  you if Marc hadn&#146;t told me who you were.,3.0,1.5577178059999999,N,c) would recognize,1.0,0.0,0.0
I __________ you my umbrella if you _________ it.,2.0,1.551170036,S,c) will lend / need,1.0,0.0,0.0
I __________ you my umbrella if you _________ it.,2.0,1.551170036,N,b) lent /will need,1.0,0.0,0.0
I __________ you my umbrella if you _________ it.,2.0,1.551170036,N,a) lend /will need,1.0,0.0,0.0
"James considered___________for more time to do his paper, but his professor was very tough on students.",2.0,-3.507800289,N,c)  asked,1.0,0.0,0.0
"James considered___________for more time to do his paper, but his professor was very tough on students.",2.0,-3.507800289,S,b) asking,1.0,0.0,0.0
"James considered___________for more time to do his paper, but his professor was very tough on students.",2.0,-3.507800289,N,a) to ask ,1.0,0.0,0.0
"Jessica and her husband have ________ married for 20 years, but they have ________ separated half of the time because he works abroad.",2.0,0.6504808965,N,c) been / living,1.0,0.0,0.0
"Jessica and her husband have ________ married for 20 years, but they have ________ separated half of the time because he works abroad.",2.0,0.6504808965,N,b) be / lived,1.0,0.0,0.0
"Jessica and her husband have ________ married for 20 years, but they have ________ separated half of the time because he works abroad.",2.0,0.6504808965,S,a) been / lived,1.0,0.0,0.0
Jim Carey________________ a new film.,1.0,0.44134810420000004,N,c)shooting<br>,1.0,0.0,0.0
Jim Carey________________ a new film.,1.0,0.44134810420000004,N,b)are shoot,1.0,0.0,0.0
Jim Carey________________ a new film.,1.0,0.44134810420000004,S,a) is shooting,1.0,0.0,0.0
John _______________ for the government since he graduated from Harvard University in 1988.,2.0,-1.309439252,N,c) is working,1.0,0.0,0.0
John _______________ for the government since he graduated from Harvard University in 1988.,2.0,-1.309439252,S,b) has been working,1.0,0.0,0.0
John _______________ for the government since he graduated from Harvard University in 1988.,2.0,-1.309439252,N,a) works,1.0,0.0,0.0
"John: I need to talk to Paul at home, but he doesn&#146;t  answer. <br><br>Claire:_________________________",1.0,-1.35713123,N,a) Calling his cell phone.,1.0,0.0,0.0
"John: I need to talk to Paul at home, but he doesn&#146;t  answer. <br><br>Claire:_________________________",1.0,-1.35713123,S,b) Call his cell phone.,1.0,0.0,0.0
"John: I need to talk to Paul at home, but he doesn&#146;t  answer. <br><br>Claire:_________________________",1.0,-1.35713123,N,c) To call his cell phone.,1.0,0.0,0.0
John is not invited to the party. ______________,1.0,3.896784808,S,a) Don&#8217;t call him.,1.0,0.0,0.0
John is not invited to the party. ______________,1.0,3.896784808,N,b) Not call him.,1.0,0.0,0.0
John is not invited to the party. ______________,1.0,3.896784808,N,c) Don&#8217;t calling him.,1.0,0.0,0.0
